sample_name,anonymized_name,cohort,collection_timestamp,description,dna_extracted,elevation,empo_1,empo_2,empo_3,env_biome,env_feature,env_material,env_package,genotype,genotype_sex,geo_loc_name,host_age,host_age_units,host_body_habitat,host_body_product,host_body_site,host_common_name,host_life_stage,host_scientific_name,host_subject_id,host_taxid,keep,latitude,longitude,physical_specimen_location,physical_specimen_remaining,qiita_study_id,sample_type,scientific_name,sex,study_type,taxon_id,title,tube_id
14748.CAGE45.MSPFB6.L3.2,CAGE45.MSPFB6.L3.2,COHORT 6,7/30/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,3,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 45,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131284
14748.CAGE45.MSPFB6.L4.1,CAGE45.MSPFB6.L4.1,COHORT 6,8/31/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,4,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 45,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132242
14748.CAGE45.MSPFB6.L4.2,CAGE45.MSPFB6.L4.2,COHORT 6,8/31/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,4,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 45,10090,FALSE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132250
14748.CAGE45.MSPFB6.L5.1,CAGE45.MSPFB6.L5.1,COHORT 6,9/30/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,5,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 45,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132277
14748.CAGE45.MSPFB6.L5.2,CAGE45.MSPFB6.L5.2,COHORT 6,9/30/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,5,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 45,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132282
14748.CAGE45.MSPFB6.L7.1,CAGE45.MSPFB6.L7.1,COHORT 6,11/02/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,7,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 45,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363134046
14748.CAGE45.MSPFB6.L7.2,CAGE45.MSPFB6.L7.2,COHORT 6,11/02/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,7,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 45,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132239
14748.CAGE45.MSPFB6.L8.1,CAGE45.MSPFB6.L8.1,COHORT 6,12/01/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,8,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 45,10090,FALSE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132058
14748.CAGE45.MSPFB6.L8.2,CAGE45.MSPFB6.L8.2,COHORT 6,12/01/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,8,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 45,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132071
14748.CAGE45.MSPFB6.L9.1,CAGE45.MSPFB6.L9.1,COHORT 6,01/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,9,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 45,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363130485
14748.CAGE45.MSPFB6.L9.2,CAGE45.MSPFB6.L9.2,COHORT 6,01/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,9,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 45,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363130490
14748.CAGE46.MSPFB6.L1.1,CAGE46.MSPFB6.L1.1,COHORT 6,06/02/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,1,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132190
14748.CAGE46.MSPFB6.L1.2,CAGE46.MSPFB6.L1.2,COHORT 6,06/02/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,1,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132208
14748.CAGE46.MSPFB6.L10.1,CAGE46.MSPFB6.L10.1,COHORT 6,02/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,10,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132079
14748.CAGE46.MSPFB6.L10.2,CAGE46.MSPFB6.L10.2,COHORT 6,02/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,10,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132086
14748.CAGE46.MSPFB6.L11.1,CAGE46.MSPFB6.L11.1,COHORT 6,03/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,11,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132104
14748.CAGE46.MSPFB6.L11.2,CAGE46.MSPFB6.L11.2,COHORT 6,03/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,11,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132103
14748.CAGE46.MSPFB6.L2.1,CAGE46.MSPFB6.L2.1,COHORT 6,6/30/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,2,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131357
14748.CAGE46.MSPFB6.L2.2,CAGE46.MSPFB6.L2.2,COHORT 6,6/30/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,2,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363134061
14748.CAGE46.MSPFB6.L3.1,CAGE46.MSPFB6.L3.1,COHORT 6,7/20/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,3,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131294
14748.CAGE46.MSPFB6.L3.2,CAGE46.MSPFB6.L3.2,COHORT 6,7/20/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,3,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131312
14748.CAGE46.MSPFB6.L4.1,CAGE46.MSPFB6.L4.1,COHORT 6,8/31/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,4,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132258
14748.CAGE46.MSPFB6.L4.2,CAGE46.MSPFB6.L4.2,COHORT 6,8/31/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,4,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,FALSE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132276
14748.CAGE46.MSPFB6.L5.1,CAGE46.MSPFB6.L5.1,COHORT 6,9/30/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,5,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132290
14748.CAGE46.MSPFB6.L5.2,CAGE46.MSPFB6.L5.2,COHORT 6,9/30/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,5,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132293
14748.CAGE46.MSPFB6.L7.1,CAGE46.MSPFB6.L7.1,COHORT 6,11/02/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,7,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,FALSE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132255
14748.CAGE46.MSPFB6.L7.2,CAGE46.MSPFB6.L7.2,COHORT 6,11/02/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,7,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,FALSE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132261
14748.CAGE46.MSPFB6.L8.1,CAGE46.MSPFB6.L8.1,COHORT 6,12/01/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,8,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132074
14748.CAGE46.MSPFB6.L8.2,CAGE46.MSPFB6.L8.2,COHORT 6,12/01/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,8,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132082
14748.CAGE46.MSPFB6.L9.1,CAGE46.MSPFB6.L9.1,COHORT 6,01/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,9,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363130497
14748.CAGE46.MSPFB6.L9.2,CAGE46.MSPFB6.L9.2,COHORT 6,01/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,9,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 46,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132056
14748.CAGE47.MSPFB6.L1.1,CAGE47.MSPFB6.L1.1,COHORT 6,06/02/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,1,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132202
14748.CAGE47.MSPFB6.L1.2,CAGE47.MSPFB6.L1.2,COHORT 6,06/02/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,1,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132224
14748.CAGE47.MSPFB6.L10.1,CAGE47.MSPFB6.L10.1,COHORT 6,02/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,10,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132096
14748.CAGE47.MSPFB6.L10.2,CAGE47.MSPFB6.L10.2,COHORT 6,02/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,10,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132102
14748.CAGE47.MSPFB6.L11.1,CAGE47.MSPFB6.L11.1,COHORT 6,03/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,11,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363141317
14748.CAGE47.MSPFB6.L11.2,CAGE47.MSPFB6.L11.2,COHORT 6,03/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,11,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363141274
14748.CAGE47.MSPFB6.L2.1,CAGE47.MSPFB6.L2.1,COHORT 6,6/30/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,2,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131282
14748.CAGE47.MSPFB6.L2.2,CAGE47.MSPFB6.L2.2,COHORT 6,6/30/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,2,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131297
14748.CAGE47.MSPFB6.L3.1,CAGE47.MSPFB6.L3.1,COHORT 6,7/30/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,3,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131319
14748.CAGE47.MSPFB6.L3.2,CAGE47.MSPFB6.L3.2,COHORT 6,7/30/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,3,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131321
14748.CAGE47.MSPFB6.L4.1,CAGE47.MSPFB6.L4.1,COHORT 6,8/31/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,4,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132287
14748.CAGE47.MSPFB6.L4.2,CAGE47.MSPFB6.L4.2,COHORT 6,8/31/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,4,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132294
14748.CAGE47.MSPFB6.L5.1,CAGE47.MSPFB6.L5.1,COHORT 6,9/30/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,5,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132306
14748.CAGE47.MSPFB6.L5.2,CAGE47.MSPFB6.L5.2,COHORT 6,9/30/20,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,5,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363134033
14748.CAGE47.MSPFB6.L6.1,CAGE47.MSPFB6.L6.1,COHORT 6,11/02/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,6,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132270
14748.CAGE47.MSPFB6.L6.2,CAGE47.MSPFB6.L6.2,COHORT 6,11/02/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,6,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,FALSE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132268
14748.CAGE47.MSPFB6.L7.1,CAGE47.MSPFB6.L7.1,COHORT 6,12/01/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,7,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132091
14748.CAGE47.MSPFB6.L7.2,CAGE47.MSPFB6.L7.2,COHORT 6,12/01/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,7,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132105
14748.CAGE47.MSPFB6.L9.1,CAGE47.MSPFB6.L9.1,COHORT 6,01/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,9,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132061
14748.CAGE47.MSPFB6.L9.2,CAGE47.MSPFB6.L9.2,COHORT 6,01/10/2021,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,B6,B6_male,USA:CA:Pasadena,9,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 47,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,male,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132068
14748.CAGE50.FSPF3XTG.L1.1,CAGE50.FSPF3XTG.L1.1,COHORT 3,06/02/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,1,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 50,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363132222
14748.CAGE50.FSPF3XTG.L1.2,CAGE50.FSPF3XTG.L1.2,COHORT 3,06/02/2020,,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,3XTG,3XTG_female,USA:CA:Pasadena,1,months,UBERON:feces,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 50,10090,TRUE,34.1,118.13,CalTech,FALSE,14748,feces,mouse gut metagenome,female,Longitudinal,410661,Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project,363131280
