id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
1494_sirius_3375	C27H43NO4	[M + H]+	C27H43NO4	Fatty acids	0.9986981153488159	Fatty esters	0.9995879530906677	Fatty acyl carnitines	0.9819234013557434	Acyl carnitines	0.7608636021614075	Acyl carnitines	0.7608636021614075	Fatty acid esters	0.9030352830886841	Fatty Acyls	0.9868240356445312	Lipids and lipid-like molecules	0.9636991620063782	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3375
1495_sirius_3376	C11H23NO25P4	[M + H]+	C11H23NO25P4	Carbohydrates	0.9929320812225342	Aminosugars and aminoglycosides	0.3314533233642578	Aminosugars	0.08893314003944397	Pyrimidine ribonucleotides	0.5988665223121643			Pyrimidine ribonucleotides	0.5988665223121643	Pyrimidine nucleotides	0.2720349133014679	Nucleosides, nucleotides, and analogues	0.2751754820346832	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Organic oxoanionic compounds; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Organic pyrophosphates; Pyrimidine ribonucleotides; Glycosylamines; Pentose phosphates; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic cations; Vinylogous amides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3376
1497_sirius_3379	C13H24N3O11P5S3	[M + H]+	C13H24N3O11P5S3	Alkaloids	0.7040522694587708	Ornithine alkaloids	0.0870601087808609	Glycerophosphoethanolamines	0.019878167659044266	Azoles	0.9774484038352966					Azoles	0.9774484038352966	Organoheterocyclic compounds	0.9963299632072449	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Amines; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3379
1498_sirius_3380	C18H25NO12S7	[M + H]+	C18H25NO12S7	Amino acids and Peptides	0.9742805361747742	Amino acid glycosides	0.0893409475684166	Glucosinolates	0.24848629534244537	Organic sulfuric acids and derivatives	0.6623886823654175					Organic sulfuric acids and derivatives	0.6623886823654175	Organic acids and derivatives	0.9867740869522095	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfoxides; Oxanes; Sulfinyl compounds; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3380
1500_sirius_3384	C6H7O10PS2	[M + Na]+	C6H7O10PS2	Fatty acids	0.5970883965492249	Fatty Acids and Conjugates	0.5078661441802979	Dicarboxylic acids	0.2432379573583603	Dicarboxylic acids and derivatives	0.8861033916473389			Dicarboxylic acids and derivatives	0.8861033916473389	Carboxylic acids and derivatives	0.9863916635513306	Organic acids and derivatives	0.9988742470741272	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3384
1501_sirius_3386	C27H57NO9	[M + H]+	C27H57NO9	Fatty acids	0.9513407945632935	Sphingolipids	0.9324515461921692	Triacylglycerols	0.059998445212841034	Fatty acyl glycosides of mono- and disaccharides	0.5225592851638794	Fatty acyl glycosides of mono- and disaccharides	0.5225592851638794	Fatty acyl glycosides	0.33375316858291626	Fatty Acyls	0.23583702743053436	Lipids and lipid-like molecules	0.24626745283603668	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Fatty acyl glycosides of mono- and disaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3386
1502_sirius_3388	C21H37N	[M + H]+	C21H37N	Alkaloids	0.9833051562309265	Pseudoalkaloids	0.24296225607395172	Phenylalanine-derived alkaloids	0.20368137955665588	Phenylmethylamines	0.9999194145202637			Phenylmethylamines	0.9999194145202637	Benzene and substituted derivatives	0.999954104423523	Benzenoids	0.999964714050293	Organic compounds; Phenylmethylamines; Organonitrogen compounds; Quaternary ammonium salts; Benzene and substituted derivatives; Benzenoids; Amines; Benzylamines; Organic cations; Organic salts; Aralkylamines; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	3388
1503_sirius_3389	C12H26NO8PS7	[M + K]+	C12H26NO8PS7	Alkaloids	0.8467877507209778	Glycerophospholipids	0.2854798138141632	Glycerophosphocholines	0.04212778061628342	Dialkyl ethers	0.8135222792625427	Dialkyl ethers	0.8135222792625427	Ethers	0.8591481447219849	Organooxygen compounds	0.9999945163726807	Organic oxygen compounds	1.0	Organic compounds; Organosulfur compounds; Ethers; Organic acids and derivatives; Organooxygen compounds; Dialkyl ethers; Sulfenyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3389
1504_sirius_3390	C3H7O8PS2	[M + Na]+	C3H7O8PS2	Fatty acids	0.9468057155609131	Fatty Acids and Conjugates	0.7233740091323853	Dicarboxylic acids	0.2589201033115387	Alkyl sulfates	0.8459985852241516			Alkyl sulfates	0.8459985852241516	Organic sulfuric acids and derivatives	0.19310221076011658	Organic acids and derivatives	0.9996339082717896	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3390
1505_sirius_3392	C13H26NO9PS8	[M + H]+	C13H26NO9PS8	Alkaloids	0.7773358821868896	Glycerophospholipids	0.1291324347257614	Glycerophosphocholines	0.06652119010686874	Dialkyl ethers	0.7681695222854614	Dialkyl ethers	0.7681695222854614	Ethers	0.7643963098526001	Organooxygen compounds	0.9999923706054688	Organic oxygen compounds	1.0	Organic compounds; Organosulfur compounds; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3392
1506_sirius_3393	C11H14O3	[M + H]+	C11H14O3	Terpenoids	0.37692785263061523	Cyclic polyketides	0.6055442094802856	Azaphilones	0.2939331829547882	Pyranones and derivatives	0.6051166653633118			Pyranones and derivatives	0.6051166653633118	Pyrans	0.6531257629394531	Organoheterocyclic compounds	0.9776866436004639	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Ketones; Ethers; Organooxygen compounds; Pyranones and derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Dihydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3393
1508_sirius_3397	C25H47NO5	[M + H]+	C25H47NO5	Fatty acids	0.9993817806243896	Fatty esters	0.9997500777244568	Fatty acyl carnitines	0.9856695532798767	Acyl carnitines	0.6436222195625305	Acyl carnitines	0.6436222195625305	Fatty acid esters	0.9846142530441284	Fatty Acyls	0.9902592897415161	Lipids and lipid-like molecules	0.9605506658554077	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3397
1509_sirius_3401	C24H48NO7P	[M + Na]+	C24H48NO7P	Fatty acids	0.998752236366272	Glycerophospholipids	0.9997748732566833	Glycerophosphocholines	0.9973190426826477	1-acyl-sn-glycero-3-phosphocholines	0.8797794580459595	Lysophosphatidylcholines	0.9042487740516663	Glycerophosphocholines	0.996469259262085	Glycerophospholipids	0.9912729859352112	Lipids and lipid-like molecules	0.9965102076530457	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3401
1510_sirius_3407	C27H47N3O	[M + Na]+	C27H47N3O	Alkaloids	0.600648045539856	Fatty amides	0.40980610251426697	N-acyl amines	0.19023318588733673	Fatty amides	0.558455765247345			Fatty amides	0.558455765247345	Fatty Acyls	0.41143670678138733	Lipids and lipid-like molecules	0.6167746186256409	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Secondary carboxylic acid amides; Oxadiazoles; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3407
1511_sirius_3412	C17H35NO4	[M + Na]+	C17H35NO4	Fatty acids	0.9907519817352295	Fatty Acids and Conjugates	0.8011166453361511	Fatty acyl carnitines	0.3571188747882843	Dicarboxylic acids and derivatives	0.6608349084854126			Dicarboxylic acids and derivatives	0.6608349084854126	Carboxylic acids and derivatives	0.9899229407310486	Organic acids and derivatives	0.9956667423248291	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid salts; Carboxylic acids; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3412
1512_sirius_3413	C11H33N11O2S	[M + Na]+	C11H33N11O2S	Alkaloids	0.9262700080871582	Ornithine alkaloids	0.7223742008209229	Polyamines	0.5663164854049683	N-aliphatic s-triazines	0.648201584815979	N-aliphatic s-triazines	0.648201584815979	Aminotriazines	0.34438425302505493	Triazines	0.2838594913482666	Organoheterocyclic compounds	0.9803282618522644	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organic sulfuric acids and derivatives; Amines; N-aliphatic s-triazines; Organic oxides; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3413
1513_sirius_3414	C25H52O9	[M + H3N + H]+	C25H55NO9	Fatty acids	0.9938703775405884	Glycerolipids	0.9679962396621704	Monoacylglycerols	0.7334631085395813	Polyethylene glycols	0.9979191422462463	Dialkyl ethers	0.9998916387557983	Ethers	0.9999440908432007	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3414
1514_sirius_3415	C24H48NO7P	[M + H]+	C24H48NO7P	Fatty acids	0.9950478672981262	Glycerophospholipids	0.9993577599525452	Glycerophosphocholines	0.9956270456314087	1-acyl-sn-glycero-3-phosphocholines	0.5080314874649048	Lysophosphatidylcholines	0.9216315150260925	Glycerophosphocholines	0.9905675053596497	Glycerophospholipids	0.9700658917427063	Lipids and lipid-like molecules	0.9981340765953064	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3415
1516_sirius_3420	C23H48O8	[M + H3N + H]+	C23H51NO8	Fatty acids	0.9956663846969604	Glycerolipids	0.9816016554832458	Monoacylglycerols	0.8440316915512085	Polyethylene glycols	0.9976738095283508	Dialkyl ethers	0.999783456325531	Ethers	0.9999270439147949	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3420
1518_sirius_3423	C23H43NO4	[M + H]+	C23H43NO4	Fatty acids	0.99981290102005	Fatty esters	0.9991102814674377	Fatty acyl carnitines	0.9771908521652222	Acyl carnitines	0.6907619833946228	Acyl carnitines	0.6907619833946228	Fatty acid esters	0.999708354473114	Fatty Acyls	0.9996809959411621	Lipids and lipid-like molecules	0.999009370803833	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3423
1519_sirius_3425	C11H16NO4P3S5	[M + K]+	C11H16NO4P3S5	Alkaloids	0.8520947694778442	Nicotinic acid alkaloids	0.12639649212360382	Pyridine alkaloids	0.16394470632076263	Dithiophosphate S-esters	0.9902123808860779			Dithiophosphate S-esters	0.9902123808860779	Organic dithiophosphoric acids and derivatives	0.9766814708709717	Organic acids and derivatives	0.7955341935157776	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organothiophosphorus compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Dithiophosphate S-esters; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Dithiophosphate O-esters; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3425
1520_sirius_3429	C21H44O7	[M + H3N + H]+	C21H47NO7	Fatty acids	0.9925068020820618	Glycerolipids	0.9942970871925354	Monoacylglycerols	0.9764587879180908	Polyethylene glycols	0.9941970109939575	Dialkyl ethers	0.9999159574508667	Ethers	0.9999842643737793	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3429
1521_sirius_3430	C48H80O8	[M + Na]+	C48H80O8	Terpenoids	0.9618680477142334	Glycerolipids	0.521789014339447	Triacylglycerols	0.1947135180234909	Steroid esters	0.6622409820556641			Steroid esters	0.6622409820556641	Steroids and steroid derivatives	0.9649143218994141	Lipids and lipid-like molecules	0.998598039150238	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Steroid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3430
1522_sirius_3431	C24H43NO4	[M + H]+	C24H43NO4	Terpenoids	0.9295930862426758	Steroids	0.9999427795410156	Cholane steroids	0.9990763664245605	Dihydroxy bile acids, alcohols and derivatives	0.8436151742935181	Hydroxy bile acids, alcohols and derivatives	0.9999898672103882	Bile acids, alcohols and derivatives	0.9999746084213257	Steroids and steroid derivatives	0.9995869994163513	Lipids and lipid-like molecules	0.999988317489624	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Dihydroxy bile acids, alcohols and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; 7-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3431
1523_sirius_3432	C24H36O2	[M + H]+	C24H36O2	Terpenoids	0.9943027496337891	Steroids	0.995860755443573	Cholane steroids	0.9331896901130676	Bile acids, alcohols and derivatives	0.9883692264556885			Bile acids, alcohols and derivatives	0.9883692264556885	Steroids and steroid derivatives	0.9935793876647949	Lipids and lipid-like molecules	0.9997758269309998	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Bile acids, alcohols and derivatives; Carbonyl compounds; 3-oxosteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3432
1524_sirius_3433	C22H40N2O8	[M + Na]+	C22H40N2O8	Amino acids and Peptides	0.5020813345909119	Small peptides	0.49642708897590637	Dipeptides	0.1815246045589447	N-acyl-L-alpha-amino acids	0.5247823596000671	Amino acids and derivatives	0.9338200092315674	Amino acids, peptides, and analogues	0.937932550907135	Carboxylic acids and derivatives	0.9986534118652344	Organic acids and derivatives	0.9997605681419373	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Tricarboxylic acids and derivatives; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3433
1525_sirius_3434	C48H80O8	[M + H]+	C48H80O8	Terpenoids	0.9998306035995483	Steroids	0.955033004283905	Cholestane steroids	0.3645559847354889	Steroid esters	0.7257570624351501			Steroid esters	0.7257570624351501	Steroids and steroid derivatives	0.9985851049423218	Lipids and lipid-like molecules	0.9999363422393799	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Steroid esters; Carbonyl compounds; 12-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3434
1527_sirius_3442	C17H36O6	[M + H3N + H]+	C17H39NO6	Fatty acids	0.9340553283691406	Glycerolipids	0.9769006967544556	Monoacylglycerols	0.9754257798194885	Polyethylene glycols	0.8304491639137268	Dialkyl ethers	0.9982503056526184	Ethers	0.9996417760848999	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3442
1531_sirius_3458	C49H77NO10	[M + H]+	C49H77NO10	Fatty acids	0.5168452262878418	Linear polyketides	0.3745378851890564	Open-chain polyketides	0.34114909172058105	Dicarboxylic acids and derivatives	0.6589050889015198			Dicarboxylic acids and derivatives	0.6589050889015198	Carboxylic acids and derivatives	0.8903639912605286	Organic acids and derivatives	0.9723666310310364	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3458
1532_sirius_3460	C16H40N6O7	[M + H]+	C16H40N6O7	Alkaloids	0.9638329148292542	Ornithine alkaloids	0.9498165845870972	Polyamines	0.6471046805381775	Polyethylene glycols	0.9845383167266846	Dialkyl ethers	0.9942635893821716	Ethers	0.9939257502555847	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; Alkanolamines; Polyethylene glycols; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3460
1533_sirius_3461	C7H8NO2P3S5	[M + K]+	C7H8NO2P3S5	Alkaloids	0.21256235241889954	Fatty acyls	0.1483098566532135	Pyridine alkaloids	0.003736625425517559	Azoles	0.5612311959266663					Azoles	0.5612311959266663	Organoheterocyclic compounds	0.9641175270080566	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Azoles; Sulfenyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3461
1535_sirius_3466	C41H73N5O10	[M + H]+	C41H73N5O10	Amino acids and Peptides	0.8610043525695801	Oligopeptides	0.8458225131034851	Cyclic peptides	0.8902464509010315	Oligopeptides	0.712134599685669	Peptides	0.4824112057685852	Amino acids, peptides, and analogues	0.988171398639679	Carboxylic acids and derivatives	0.9994872808456421	Organic acids and derivatives	0.9998490810394287	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	3466
1536_sirius_3468	C20H43NO2	[M + H]+	C20H43NO2	Fatty acids	0.9751983880996704	Fatty acyls	0.8622662425041199	Fatty alcohols	0.7568179368972778	1,2-aminoalcohols	0.9962955117225647	Alkanolamines	0.9978752136230469	Amines	0.999940037727356	Organonitrogen compounds	0.9999972581863403	Organic nitrogen compounds	0.9999587535858154	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3468
1537_sirius_3470	C17H26O2	[M + H]+	C17H26O2	Fatty acids	0.7271432876586914	Fatty Acids and Conjugates	0.5565291047096252	Unsaturated fatty acids	0.5210670828819275	Long-chain fatty acids	0.8747530579566956	Long-chain fatty acids	0.8747530579566956	Fatty acids and conjugates	0.5362352728843689	Fatty Acyls	0.4232991933822632	Lipids and lipid-like molecules	0.7637791633605957	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3470
1538_sirius_3472	C27H36N2O15S	[M + H3N + H]+	C27H39N3O15S	Alkaloids	0.5030825734138489	Ornithine alkaloids	0.1245008185505867	Simple phenolic acids	0.08141171187162399	Glycosyl compounds	0.5798270106315613	Glycosyl compounds	0.5798270106315613	Carbohydrates and carbohydrate conjugates	0.9840736389160156	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrans; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; Sulfuric acid monoesters; Carboxylic acid esters; Benzoic acid esters; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	3472
