bitscore,evalue,gapopen,identification,length,mismatch,pident,qend,qlen,qseqid,qstart,qtitle,send,slen,sseqid,sstart,stitle
25.4,4.38e-05,0,363132141,21,9,57.1,87,151,A00953:711:H3W2YDSX7:4:1646:5484:25551,25,A00953:711:H3W2YDSX7:4:1646:5484:25551,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,2.98e-05,0,363132141,21,9,57.1,13,105,A00953:711:H3W2YDSX7:4:2134:4047:29168,75,A00953:711:H3W2YDSX7:4:2134:4047:29168,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132193,21,9,57.1,144,151,A00953:711:H3W2YDSX7:4:1129:26142:33426,82,A00953:711:H3W2YDSX7:4:1129:26142:33426,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,0.000114,0,363132193,20,8,60.0,145,151,A00953:711:H3W2YDSX7:4:1136:22987:14810,86,A00953:711:H3W2YDSX7:4:1136:22987:14810,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.19e-05,0,363132193,21,9,57.1,74,151,A00953:711:H3W2YDSX7:4:1376:22589:9580,12,A00953:711:H3W2YDSX7:4:1376:22589:9580,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132193,21,9,57.1,30,151,A00953:711:H3W2YDSX7:4:1549:5692:15421,92,A00953:711:H3W2YDSX7:4:1549:5692:15421,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
49.7,9.7e-14,0,363132193,45,21,53.3,12,151,A00953:711:H3W2YDSX7:4:2129:18792:24706,146,A00953:711:H3W2YDSX7:4:2129:18792:24706,281,374,WP_003492354.1,237,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132193,21,9,57.1,78,151,A00953:711:H3W2YDSX7:4:2253:31322:6167,16,A00953:711:H3W2YDSX7:4:2253:31322:6167,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132193,21,9,57.1,78,151,A00953:711:H3W2YDSX7:4:2411:15962:30420,16,A00953:711:H3W2YDSX7:4:2411:15962:30420,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
46.2,1.63e-12,0,363132193,48,24,50.0,149,151,A00953:711:H3W2YDSX7:4:2456:23647:7404,6,A00953:711:H3W2YDSX7:4:2456:23647:7404,174,374,WP_003492354.1,127,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363132193,21,9,57.1,74,151,A00953:711:H3W2YDSX7:4:1119:17137:35399,12,A00953:711:H3W2YDSX7:4:1119:17137:35399,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363132193,21,9,57.1,11,151,A00953:711:H3W2YDSX7:4:1129:26142:33426,73,A00953:711:H3W2YDSX7:4:1129:26142:33426,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.68e-05,0,363132193,21,9,57.1,66,151,A00953:711:H3W2YDSX7:4:1139:6976:21809,4,A00953:711:H3W2YDSX7:4:1139:6976:21809,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132193,21,9,57.1,138,151,A00953:711:H3W2YDSX7:4:1437:8675:13135,76,A00953:711:H3W2YDSX7:4:1437:8675:13135,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.8,3.18e-05,0,363132193,20,7,65.0,115,151,A00953:711:H3W2YDSX7:4:2373:22417:2895,56,A00953:711:H3W2YDSX7:4:2373:22417:2895,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363131278,21,9,57.1,137,151,A00953:711:H3W2YDSX7:4:1158:31195:17315,75,A00953:711:H3W2YDSX7:4:1158:31195:17315,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.19e-05,0,363131278,21,9,57.1,63,151,A00953:711:H3W2YDSX7:4:1162:15619:12696,125,A00953:711:H3W2YDSX7:4:1162:15619:12696,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.6,7.95e-05,0,363131278,21,9,57.1,137,151,A00953:711:H3W2YDSX7:4:1250:8296:10097,75,A00953:711:H3W2YDSX7:4:1250:8296:10097,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.29e-05,0,363131278,21,9,57.1,67,135,A00953:711:H3W2YDSX7:4:1250:27525:28588,5,A00953:711:H3W2YDSX7:4:1250:27525:28588,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
55.8,6.7e-16,1,363131278,48,22,52.1,7,151,A00953:711:H3W2YDSX7:4:1256:29839:10770,147,A00953:711:H3W2YDSX7:4:1256:29839:10770,60,374,WP_003492354.1,13,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,2.39e-05,0,363131278,21,9,57.1,77,113,A00953:711:H3W2YDSX7:4:1262:11460:12696,15,A00953:711:H3W2YDSX7:4:1262:11460:12696,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363131278,21,9,57.1,10,151,A00953:711:H3W2YDSX7:4:1313:26847:16203,72,A00953:711:H3W2YDSX7:4:1313:26847:16203,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.22e-05,0,363131278,16,6,62.5,10,151,A00953:711:H3W2YDSX7:4:1336:4634:21793,57,A00953:711:H3W2YDSX7:4:1336:4634:21793,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131278,21,9,57.1,26,151,A00953:711:H3W2YDSX7:4:1340:14009:1235,88,A00953:711:H3W2YDSX7:4:1340:14009:1235,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131278,21,9,57.1,58,151,A00953:711:H3W2YDSX7:4:1354:16251:15107,120,A00953:711:H3W2YDSX7:4:1354:16251:15107,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.22e-05,0,363131278,16,6,62.5,19,151,A00953:711:H3W2YDSX7:4:1356:6515:4382,66,A00953:711:H3W2YDSX7:4:1356:6515:4382,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.23e-05,0,363131278,16,6,62.5,68,132,A00953:711:H3W2YDSX7:4:1368:31675:29825,115,A00953:711:H3W2YDSX7:4:1368:31675:29825,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.8,3.05e-05,0,363131278,16,6,62.5,1,149,A00953:711:H3W2YDSX7:4:1452:30734:32142,48,A00953:711:H3W2YDSX7:4:1452:30734:32142,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.23e-05,0,363131278,16,6,62.5,35,130,A00953:711:H3W2YDSX7:4:1528:10592:9126,82,A00953:711:H3W2YDSX7:4:1528:10592:9126,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.6,6.06e-05,0,363131278,20,8,60.0,129,129,A00953:711:H3W2YDSX7:4:1554:22209:11397,70,A00953:711:H3W2YDSX7:4:1554:22209:11397,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363131278,21,9,57.1,42,151,A00953:711:H3W2YDSX7:4:1664:13232:27915,104,A00953:711:H3W2YDSX7:4:1664:13232:27915,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363131278,21,9,57.1,64,151,A00953:711:H3W2YDSX7:4:1675:20265:9627,2,A00953:711:H3W2YDSX7:4:1675:20265:9627,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363131278,21,9,57.1,51,151,A00953:711:H3W2YDSX7:4:2171:14687:36072,113,A00953:711:H3W2YDSX7:4:2171:14687:36072,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363131278,21,9,57.1,107,151,A00953:711:H3W2YDSX7:4:2327:14461:17644,45,A00953:711:H3W2YDSX7:4:2327:14461:17644,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131278,21,9,57.1,70,151,A00953:711:H3W2YDSX7:4:2346:22028:15530,132,A00953:711:H3W2YDSX7:4:2346:22028:15530,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.22e-05,0,363131278,16,6,62.5,17,151,A00953:711:H3W2YDSX7:4:2346:28537:29058,64,A00953:711:H3W2YDSX7:4:2346:28537:29058,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.19e-05,0,363131278,21,9,57.1,65,151,A00953:711:H3W2YDSX7:4:2363:2618:25692,3,A00953:711:H3W2YDSX7:4:2363:2618:25692,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.19e-05,0,363131278,21,9,57.1,54,151,A00953:711:H3W2YDSX7:4:2534:24306:13432,116,A00953:711:H3W2YDSX7:4:2534:24306:13432,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131278,21,9,57.1,138,151,A00953:711:H3W2YDSX7:4:2539:24352:32424,76,A00953:711:H3W2YDSX7:4:2539:24352:32424,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131278,21,9,57.1,78,151,A00953:711:H3W2YDSX7:4:2633:17029:5400,16,A00953:711:H3W2YDSX7:4:2633:17029:5400,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.68e-05,0,363131278,21,9,57.1,70,151,A00953:711:H3W2YDSX7:4:2642:2763:26757,8,A00953:711:H3W2YDSX7:4:2642:2763:26757,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.47e-05,0,363131278,16,6,62.5,108,142,A00953:711:H3W2YDSX7:4:2677:31250:10426,61,A00953:711:H3W2YDSX7:4:2677:31250:10426,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363131278,21,9,57.1,64,151,A00953:711:H3W2YDSX7:4:1137:24551:13949,126,A00953:711:H3W2YDSX7:4:1137:24551:13949,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.8,3.18e-05,0,363131278,16,6,62.5,148,151,A00953:711:H3W2YDSX7:4:1138:26567:24361,101,A00953:711:H3W2YDSX7:4:1138:26567:24361,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363131278,21,9,57.1,64,151,A00953:711:H3W2YDSX7:4:1178:18584:17018,126,A00953:711:H3W2YDSX7:4:1178:18584:17018,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.61e-05,0,363131278,21,9,57.1,69,151,A00953:711:H3W2YDSX7:4:1250:8296:10097,131,A00953:711:H3W2YDSX7:4:1250:8296:10097,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.29e-05,0,363131278,21,9,57.1,69,135,A00953:711:H3W2YDSX7:4:1250:27525:28588,131,A00953:711:H3W2YDSX7:4:1250:27525:28588,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,2.39e-05,0,363131278,21,9,57.1,37,113,A00953:711:H3W2YDSX7:4:1262:11460:12696,99,A00953:711:H3W2YDSX7:4:1262:11460:12696,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.22e-05,0,363131278,16,6,62.5,10,151,A00953:711:H3W2YDSX7:4:1324:28818:6026,57,A00953:711:H3W2YDSX7:4:1324:28818:6026,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131278,21,9,57.1,115,151,A00953:711:H3W2YDSX7:4:1343:18783:2550,53,A00953:711:H3W2YDSX7:4:1343:18783:2550,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131278,21,9,57.1,46,151,A00953:711:H3W2YDSX7:4:1350:2311:15796,108,A00953:711:H3W2YDSX7:4:1350:2311:15796,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.23e-05,0,363131278,16,6,62.5,65,132,A00953:711:H3W2YDSX7:4:1368:31675:29825,18,A00953:711:H3W2YDSX7:4:1368:31675:29825,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.17e-05,0,363131278,16,6,62.5,122,151,A00953:711:H3W2YDSX7:4:1378:28763:22216,75,A00953:711:H3W2YDSX7:4:1378:28763:22216,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.19e-05,0,363131278,21,9,57.1,98,151,A00953:711:H3W2YDSX7:4:1433:23637:2973,36,A00953:711:H3W2YDSX7:4:1433:23637:2973,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.8,3.05e-05,0,363131278,16,6,62.5,149,149,A00953:711:H3W2YDSX7:4:1452:30734:32142,102,A00953:711:H3W2YDSX7:4:1452:30734:32142,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.22e-05,0,363131278,16,6,62.5,22,151,A00953:711:H3W2YDSX7:4:1473:25635:21308,69,A00953:711:H3W2YDSX7:4:1473:25635:21308,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.6,6.06e-05,0,363131278,20,8,60.0,1,129,A00953:711:H3W2YDSX7:4:1554:22209:11397,60,A00953:711:H3W2YDSX7:4:1554:22209:11397,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363131278,21,9,57.1,87,151,A00953:711:H3W2YDSX7:4:1632:5358:19132,25,A00953:711:H3W2YDSX7:4:1632:5358:19132,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363131278,21,9,57.1,61,151,A00953:711:H3W2YDSX7:4:1656:3884:6183,123,A00953:711:H3W2YDSX7:4:1656:3884:6183,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.2,2.21e-05,0,363131278,22,10,54.5,83,151,A00953:711:H3W2YDSX7:4:2111:19777:21872,18,A00953:711:H3W2YDSX7:4:2111:19777:21872,101,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363131278,21,9,57.1,86,151,A00953:711:H3W2YDSX7:4:2146:18647:32095,24,A00953:711:H3W2YDSX7:4:2146:18647:32095,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.6,8.3e-05,0,363131278,16,6,62.5,91,151,A00953:711:H3W2YDSX7:4:2162:11198:11146,44,A00953:711:H3W2YDSX7:4:2162:11198:11146,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
23.5,0.000208,0,363131278,20,8,60.0,119,151,A00953:711:H3W2YDSX7:4:2435:29008:34100,60,A00953:711:H3W2YDSX7:4:2435:29008:34100,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.68e-05,0,363131278,16,6,62.5,118,151,A00953:711:H3W2YDSX7:4:2448:20121:29606,71,A00953:711:H3W2YDSX7:4:2448:20121:29606,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131278,20,8,60.0,86,151,A00953:711:H3W2YDSX7:4:2539:24352:32424,145,A00953:711:H3W2YDSX7:4:2539:24352:32424,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.68e-05,0,363131278,21,9,57.1,70,151,A00953:711:H3W2YDSX7:4:2658:25509:10066,8,A00953:711:H3W2YDSX7:4:2658:25509:10066,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.47e-05,0,363131278,16,6,62.5,35,142,A00953:711:H3W2YDSX7:4:2677:31250:10426,82,A00953:711:H3W2YDSX7:4:2677:31250:10426,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.3,0.000109,0,363131336,20,8,60.0,143,151,A00953:711:H3W2YDSX7:4:1176:28664:12117,84,A00953:711:H3W2YDSX7:4:1176:28664:12117,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131336,21,9,57.1,17,151,A00953:711:H3W2YDSX7:4:1212:13539:18834,79,A00953:711:H3W2YDSX7:4:1212:13539:18834,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.52e-05,0,363131336,21,9,57.1,138,146,A00953:711:H3W2YDSX7:4:1261:30608:27539,76,A00953:711:H3W2YDSX7:4:1261:30608:27539,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131336,21,9,57.1,41,151,A00953:711:H3W2YDSX7:4:1332:15799:12633,103,A00953:711:H3W2YDSX7:4:1332:15799:12633,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363131336,21,9,57.1,72,151,A00953:711:H3W2YDSX7:4:1337:26304:7185,10,A00953:711:H3W2YDSX7:4:1337:26304:7185,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363131336,21,9,57.1,137,151,A00953:711:H3W2YDSX7:4:1365:9643:9862,75,A00953:711:H3W2YDSX7:4:1365:9643:9862,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363131336,21,9,57.1,119,151,A00953:711:H3W2YDSX7:4:1372:32199:30639,57,A00953:711:H3W2YDSX7:4:1372:32199:30639,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131336,21,9,57.1,121,151,A00953:711:H3W2YDSX7:4:1520:3486:8813,59,A00953:711:H3W2YDSX7:4:1520:3486:8813,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
28.1,4.51e-06,0,363131336,15,4,73.3,105,151,A00953:711:H3W2YDSX7:4:1540:27308:10332,149,A00953:711:H3W2YDSX7:4:1540:27308:10332,356,374,WP_003492354.1,342,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,4e-05,0,363131336,21,9,57.1,107,127,A00953:711:H3W2YDSX7:4:1556:26747:35916,45,A00953:711:H3W2YDSX7:4:1556:26747:35916,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131336,21,9,57.1,59,151,A00953:711:H3W2YDSX7:4:1567:6488:26757,121,A00953:711:H3W2YDSX7:4:1567:6488:26757,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.61e-05,0,363131336,21,9,57.1,84,151,A00953:711:H3W2YDSX7:4:1661:2239:33802,146,A00953:711:H3W2YDSX7:4:1661:2239:33802,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131336,21,9,57.1,17,151,A00953:711:H3W2YDSX7:4:2212:12264:25645,79,A00953:711:H3W2YDSX7:4:2212:12264:25645,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131336,21,9,57.1,8,151,A00953:711:H3W2YDSX7:4:2223:19298:32064,70,A00953:711:H3W2YDSX7:4:2223:19298:32064,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.68e-05,0,363131336,21,9,57.1,83,151,A00953:711:H3W2YDSX7:4:2248:32904:25692,145,A00953:711:H3W2YDSX7:4:2248:32904:25692,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363131336,21,9,57.1,119,151,A00953:711:H3W2YDSX7:4:2373:28158:31407,57,A00953:711:H3W2YDSX7:4:2373:28158:31407,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
50.8,3.95e-14,1,363131336,50,21,56.0,150,151,A00953:711:H3W2YDSX7:4:2411:17915:13135,1,A00953:711:H3W2YDSX7:4:2411:17915:13135,286,374,WP_003492354.1,238,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
47.8,4.66e-13,0,363131336,37,14,62.2,113,151,A00953:711:H3W2YDSX7:4:2434:30237:9392,3,A00953:711:H3W2YDSX7:4:2434:30237:9392,276,374,WP_003492354.1,240,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.6,8.3e-05,0,363131336,20,8,60.0,2,151,A00953:711:H3W2YDSX7:4:2501:13910:10144,61,A00953:711:H3W2YDSX7:4:2501:13910:10144,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363131336,21,9,57.1,93,151,A00953:711:H3W2YDSX7:4:1130:22752:26772,31,A00953:711:H3W2YDSX7:4:1130:22752:26772,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131336,21,9,57.1,105,151,A00953:711:H3W2YDSX7:4:1147:25988:28933,43,A00953:711:H3W2YDSX7:4:1147:25988:28933,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
32.3,1.44e-07,2,363131336,47,22,48.9,142,151,A00953:711:H3W2YDSX7:4:1206:30526:10645,2,A00953:711:H3W2YDSX7:4:1206:30526:10645,300,374,WP_003492354.1,256,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.52e-05,0,363131336,21,9,57.1,9,146,A00953:711:H3W2YDSX7:4:1261:30608:27539,71,A00953:711:H3W2YDSX7:4:1261:30608:27539,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
46.2,8.69e-13,0,363131336,33,16,51.5,104,107,A00953:711:H3W2YDSX7:4:1262:10484:28886,6,A00953:711:H3W2YDSX7:4:1262:10484:28886,354,374,WP_003492354.1,322,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363131336,21,9,57.1,59,151,A00953:711:H3W2YDSX7:4:1365:9643:9862,121,A00953:711:H3W2YDSX7:4:1365:9643:9862,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.2,2.21e-05,0,363131336,21,11,47.6,12,151,A00953:711:H3W2YDSX7:4:1515:14416:6449,74,A00953:711:H3W2YDSX7:4:1515:14416:6449,222,374,WP_003492354.1,202,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
27.3,8.89e-06,0,363131336,15,4,73.3,60,151,A00953:711:H3W2YDSX7:4:1540:27308:10332,16,A00953:711:H3W2YDSX7:4:1540:27308:10332,356,374,WP_003492354.1,342,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
