sample_name,anonymized_name,cohort,collection_timestamp,description,dna_extracted,elevation,empo_1,empo_2,empo_3,env_biome,env_feature,env_material,env_package,geo_loc_name,host_age,host_age_units,host_body_habitat,host_body_mass_index,host_body_product,host_body_site,host_common_name,host_life_stage,host_scientific_name,host_subject_id,host_taxid,host_weight,host_weight_units,intervention,latitude,longitude,mouse_strain,physical_specimen_location,physical_specimen_remaining,qiita_study_id,sample_type,scientific_name,sex,strain_sex,taxon_id,title,tube_id
14957.CAGE147.FSPFHET.L6.1,CAGE147.FSPFHET.L6.1,COHORT 16,7/21/22,mouse fecal sample 363141287,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,6,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 147,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141287
14957.CAGE147.FSPFHET.L6.2,CAGE147.FSPFHET.L6.2,COHORT 16,7/21/22,mouse fecal sample 363141285,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,6,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 147,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141285
14957.CAGE147.FSPFHET.L7.1,CAGE147.FSPFHET.L7.1,COHORT 16,8/18/22,mouse fecal sample 363141262,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 147,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141262
14957.CAGE147.FSPFHET.L7.2,CAGE147.FSPFHET.L7.2,COHORT 16,8/18/22,mouse fecal sample 363141280,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 147,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141280
14957.CAGE148.FSPFHET.L5.1,CAGE148.FSPFHET.L5.1,COHORT 13,3/15/22,mouse fecal sample 363141291,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 148,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141291
14957.CAGE148.FSPFHET.L5.2,CAGE148.FSPFHET.L5.2,COHORT 13,3/15/22,mouse fecal sample 363141428,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 148,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141428
14957.CAGE148.FSPFHET.L7.1,CAGE148.FSPFHET.L7.1,COHORT 13,5/20/22,mouse fecal sample 363141300,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 148,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141300
14957.CAGE148.FSPFHET.L7.2,CAGE148.FSPFHET.L7.2,COHORT 13,5/20/22,mouse fecal sample 363141235,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 148,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141235
14957.CAGE150.FSPFHET.L5.1,CAGE150.FSPFHET.L5.1,COHORT 13,3/15/22,mouse fecal sample 363141282,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 150,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141282
14957.CAGE150.FSPFHET.L5.2,CAGE150.FSPFHET.L5.2,COHORT 13,3/15/22,mouse fecal sample 363141270,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 150,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141270
14957.CAGE150.FSPFHET.L7.1,CAGE150.FSPFHET.L7.1,COHORT 13,5/20/22,mouse fecal sample 363141284,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 150,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141284
14957.CAGE150.FSPFHET.L7.2,CAGE150.FSPFHET.L7.2,COHORT 13,5/20/22,mouse fecal sample 363141430,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 150,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141430
14957.CAGE151.MSPFWT.L5.1,CAGE151.MSPFWT.L5.1,COHORT 13,3/15/22,mouse fecal sample 363141266,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 151,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,363141439,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141266
14957.CAGE151.MSPFWT.L5.2,CAGE151.MSPFWT.L5.2,COHORT 13,3/15/22,mouse fecal sample 363141439,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 151,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141439
14957.CAGE151.MSPFWT.L7.1,CAGE151.MSPFWT.L7.1,COHORT 13,5/20/22,mouse fecal sample 363141265,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 151,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141265
14957.CAGE151.MSPFWT.L7.2,CAGE151.MSPFWT.L7.2,COHORT 13,5/20/22,mouse fecal sample 363141446,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 151,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141446
14957.CAGE154.FSPFHET.L5.1,CAGE154.FSPFHET.L5.1,COHORT 13,3/15/22,mouse fecal sample 363141432,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 154,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141432
14957.CAGE154.FSPFHET.L5.2,CAGE154.FSPFHET.L5.2,COHORT 13,3/15/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,5,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 154,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141422
14957.CAGE154.FSPFHET.L7.1,CAGE154.FSPFHET.L7.1,COHORT 13,5/20/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 154,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141436
14957.CAGE154.FSPFHET.L7.2,CAGE154.FSPFHET.L7.2,COHORT 13,5/20/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 154,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,Het 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141355
14957.CAGE162.FSPFWT.L4.1,CAGE162.FSPFWT.L4.1,COHORT 14,3/15/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 162,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141385
14957.CAGE162.FSPFWT.L4.2,CAGE162.FSPFWT.L4.2,COHORT 14,3/15/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 162,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141397
14957.CAGE162.FSPFWT.L6.1,CAGE162.FSPFWT.L6.1,COHORT 14,5/20/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,6,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 162,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141420
14957.CAGE162.FSPFWT.L6.2,CAGE162.FSPFWT.L6.2,COHORT 14,5/20/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,6,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 162,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141414
14957.CAGE162.FSPFWT.L7.1,CAGE162.FSPFWT.L7.1,COHORT 14,6/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 162,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133980
14957.CAGE162.FSPFWT.L7.2,CAGE162.FSPFWT.L7.1,COHORT 14,6/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,7,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 162,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,female,WT 5XFAD_female,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363134000
14957.CAGE173.MSPFWT.L4.1,CAGE173.MSPFWT.L4.1,COHORT 13,5/20/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 173,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141400
14957.CAGE173.MSPFWT.L4.2,CAGE173.MSPFWT.L4.2,COHORT 13,5/20/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 173,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141296
14957.CAGE175.MSPFHET.L4.1,CAGE175.MSPFHET.L4.1,COHORT 14,6/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 175,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363133997
14957.CAGE175.MSPFHET.L4.2,CAGE175.MSPFHET.L4.2,COHORT 14,6/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 175,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363134005
14957.CAGE184.MSPFHET.L2.1,CAGE184.MSPFHET.L2.1,COHORT 15,5/20/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 184,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141298
14957.CAGE184.MSPFHET.L2.2,CAGE184.MSPFHET.L2.2,COHORT 15,5/20/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 184,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141256
14957.CAGE184.MSPFHET.L4.1,CAGE184.MSPFHET.L4.1,COHORT 15,7/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 184,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141444
14957.CAGE184.MSPFHET.L4.2,CAGE184.MSPFHET.L4.2,COHORT 15,7/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 184,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141360
14957.CAGE185.MSPFWT.L2.1,CAGE185.MSPFWT.L2.1,COHORT 15,5/20/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 185,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141283
14957.CAGE185.MSPFWT.L2.2,CAGE185.MSPFWT.L2.2,COHORT 15,5/20/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 185,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141392
14957.CAGE185.MSPFWT.L3.1,CAGE185.MSPFWT.L3.1,COHORT 15,6/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 185,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363134012
14957.CAGE185.MSPFWT.L3.2,CAGE185.MSPFWT.L3.2,COHORT 15,6/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 185,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363134019
14957.CAGE185.MSPFWT.L4.1,CAGE185.MSPFWT.L4.1,COHORT 15,7/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 185,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141421
14957.CAGE185.MSPFWT.L4.2,CAGE185.MSPFWT.L4.2,COHORT 15,7/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 185,10091,not provided,g,Longitudinal,34.1,-118.13,WT 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,WT 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141416
14957.CAGE189.MSPFHET.L2.1,CAGE189.MSPFHET.L2.1,COHORT 15,5/20/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 189,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141443
14957.CAGE189.MSPFHET.L2.2,CAGE189.MSPFHET.L2.2,COHORT 15,5/20/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 189,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141257
14957.CAGE189.MSPFHET.L3.1,CAGE189.MSPFHET.L3.1,COHORT 15,6/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 189,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132974
14957.CAGE189.MSPFHET.L3.2,CAGE189.MSPFHET.L3.2,COHORT 15,6/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,3,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 189,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363132969
14957.CAGE189.MSPFHET.L4.1,CAGE189.MSPFHET.L4.1,COHORT 15,7/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 189,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141301
14957.CAGE189.MSPFHET.L4.2,CAGE189.MSPFHET.L4.2,COHORT 15,7/21/22,mouse fecal sample 363141422,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,4,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 189,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141295
14957.CAGE77.MSPFHET.L2.1,CAGE77.MSPFHET.L2.1,COHORT 8,01/10/2021,mouse fecal sample 363141433,FALSE,263,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA:Pasadena,2,months,UBERON:feces,not applicable,UBERON:feces,UBERON:feces,mouse,adult,Mus musculus,CAGE 77,10091,not provided,g,Longitudinal,34.1,-118.13,Het 5XFAD,Caltech,FALSE,14957,feces,mouse gut metagenome,male,Het 5XFAD_male,410661,Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project,363141433
